"","Corn2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"1","2006-06-20",-1.12979618408833,-5.65067592205981,-1.47818012288194,31.3028466157505,1752,-62398,8.62711353278751,-5.01459357284357,-0.826084049787212,167.120428124728,-14.6739909179669,49.9674878601873,-5.17926811702321,0.809397640104947
"2","2006-06-27",0.0814567472708916,0.646565381602571,1.13331850831173,33.5620823148817,-8788,-34065,-1.06422993398407,-3.92576494699615,-0.271375726781287,87.3424689428726,2.33879044999838,50.1053527390608,0.879554113926417,-11.8018405826788
"3","2006-07-03",1.07962254131913,4.65392683896741,2.68082630742459,6.6025687892882,-12780,21120,-6.65268492319608,1.92860515999431,1.13952290671229,-40.086187772417,11.1444959382037,13.5950275707211,4.41593462640206,4.78334323943042
"4","2006-07-11",1.33114725902299,2.27044562880749,0.800623004096579,-23.9053901148022,5807,45679,-0.853263125804382,5.00864127977696,2.14909882816947,-154.524889325979,5.41456557187256,-38.1256916358758,-6.49014023136338,21.6161474749335
"5","2006-07-18",0.105338374416419,0.609785228196102,-2.18528487214549,-34.0525816286545,20004,36652,-1.09648078538775,1.74866570304886,2.97926630386325,-766.669020008009,-1.49411922157867,-68.5437341079787,-5.73157083742863,6.19313167247952
"6","2006-07-25",0.905589249033234,0.117778165986415,0.326508327279207,9.43289101626608,6012,-7115,2.77360617124529,-0.658275800045338,-1.91452901796705,652.795791762255,-1.4578776255334,36.9900428569695,15.6671433179374,-18.4633277725807
"7","2006-08-01",0.243727309500841,1.71997929514127,1.01797085827613,14.0651801839056,-6432,-1397,-3.29816500943849,-0.57930765786498,2.48140756126229,104.19697376201,4.69202038769225,21.359541365052,-11.19119435805,1.11810727900004
"8","2006-08-08",-0.598539081967253,-0.414919278097159,-1.72379820791217,2.30595169503918,9029,-5251,-1.05174171949098,-2.26654308461409,0.800921631671336,28.017588993293,-3.53011207581808,6.42017466567122,2.72510829717447,-5.97523433298512
"9","2006-08-15",1.70284161079159,-5.48871384451282,0.661387313654416,29.069941420857,11067,-72068,17.5580603919634,-3.97132949464698,-3.58315474107904,33.1616909952526,-14.5657293029009,47.0372779911971,9.41980082779832,-13.5861375960632
"10","2006-08-22",-0.262272857423795,-1.15539606226882,0.216907628058749,11.9859137974935,-4469,-25206,1.47100985736248,-2.20698574290079,0.93045366650788,36.0165348878501,2.15308902988802,12.473683603972,-21.2803039129334,7.28320456815101
"11","2006-08-29",-2.2645679044782,2.77356606551642,-1.92775166428305,5.4409993180478,-5664,9540,-12.6865211783114,-3.63203560094565,1.59081565488766,20.1645829620357,6.31387610716665,6.69330678131583,-1.24221337252433,-1.40013371487928
"12","2006-09-05",-0.666662911095806,1.85349325284978,-0.798549154063011,-2.63962499245824,311,16800,-6.54165778660154,-0.358115855136631,0.865902502940941,8.64264106085155,2.59260645203021,-4.62542915236774,5.41083890181504,2.24238969628274
"13","2006-09-12",-0.214762413795277,-3.76791960257687,-0.500721346110033,2.78737396723017,2136,-29715,7.93176419447175,-1.29445510572683,-0.146484032505789,5.17393622338211,-8.82084984733709,3.52242343626123,-9.93746857685132,-0.255964247256379
"14","2006-09-19",-0.864533639537157,0.76390711378842,-0.00538231479136897,-4.72103348650421,-8207,12648,-4.48021653426025,1.12302270514739,-1.33346296545458,0.857543291094309,6.62483465959482,-8.98146142815932,-5.44401285598415,8.05254924207155
"15","2006-09-26",1.72899999681633,4.2582952187777,1.19621509872943,-28.4738875673073,6514,67800,-4.28726207026333,6.9909605121298,1.42711667514579,-33.0786735773758,11.0936940808658,-50.000749135326,-2.88446974852246,17.8270462273879
"16","2006-10-03",0.796338454455281,0.739586230266553,0.675990628072221,-22.44979504698,1992,28962,0.937102434959058,3.98587623689792,-0.121867713092705,-237.12219805239,3.49712074497432,-46.4566867636066,-5.08711024374708,13.0977169675232
"17","2006-10-10",0.321431701637742,0.940361558246927,0.720647335643143,-28.9435810157615,-3023,30370,-1.22891231286903,3.8821291483714,0.575549470927683,-135.198221613111,0.383529179579511,-31.8808668091854,6.0502393360288,-25.9418025798102
"18","2006-10-17",5.73841724429265,3.28940009551744,7.01339318649357,-29.634311838257,-4583,41633,11.6842187920579,9.74088341375854,2.52520494739397,96.5836468425585,6.80979233113455,-73.0186036530451,-7.37488680130518,-5.74037836022558
"19","2006-10-24",2.83877206528178,1.4149094426168,2.87563548512182,-23.9666927764375,2969,21562,6.07747216974115,4.29648132710287,-0.318035300849573,-40.8490829024701,-3.89996234852727,-97.0059054087058,34.4138418959306,-4.88530777509553
"20","2006-10-31",1.60207969953525,-1.31584721433544,0.849635644808622,15.9660562611197,9124,-16789,7.7968573304604,0.0991010359802758,0.709539726925712,-107.613943281605,2.00416002962811,63.765744236445,-27.0336693564268,6.10395894226787
"21","2006-11-07",3.47715736583805,1.96659063256206,6.04611820582477,0.0205389419058122,-21233,14392,6.47327607534667,6.35963669836137,-1.46907565600305,-11.2795494145344,5.59022494852979,-20.9322314615671,9.40632828611445,5.29725670006549
"22","2006-11-14",1.45144053929496,-0.498564849024241,2.12764130474614,11.4242157024677,-5435,-9571,5.12803142035043,1.63541062955339,-2.96408011492844,-420.469261939097,2.21102849262742,4.050676841144,3.25952912296206,13.1387708528884
"23","2006-11-21",-0.484421656463496,1.92887712967451,-1.1564333302907,22.9258259134557,6423,267,-5.06564151815052,-2.68151645311416,-0.603813731951242,387.120101090789,1.00583138282531,-90.2297636101212,19.5194579234242,35.5922467000086
"24","2006-11-28",-0.142971541898795,-1.1853309638779,2.17071945871741,-24.7897162691453,-24104,6233,1.87517257781131,3.85337718319825,3.16736141297014,43.2864082296279,-3.08064583315897,85.4685634955929,-17.9852318961997,-37.0500242990948
"25","2006-12-05",-0.456807466522058,-0.505475699084101,-1.29887808203115,-3.89743737186912,8363,-1690,-0.364074788758728,-1.16066034396454,0.887712316282752,52.4248644098131,-2.91606441229071,-17.1318483449623,0.758375419618496,-1.64255335398966
"26","2006-12-12",1.15337577427308,1.29694315107951,0.335609189181341,-1.97354841981046,9576,10636,0.879443978952388,0.455301196420344,-0.484957805546138,28.3674051054242,4.11268763023642,-21.5291576031525,0.731585233390319,0.838148339799538
