"","COPPER2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"1","2006-06-20",-4.38083492535597,0.163787218946965,-4.77778336740506,-8.86074585356695,146,3141,-15.3618591961088,3.37456214541412,-0.060973546145604,-3.83300696000024,0.436152860053163,-25.4101947235647,2.47387178486846,-10.8790485544661
"2","2006-06-27",0.226897983761809,0.108163733488098,1.11508258857214,-1.11658622828905,-452,410,0.536415563110992,5.17736764418029,0.806578457772211,-3.43481028782691,-1.08582219073323,11.6233476752276,-6.22972970442044,-4.16663118460825
"3","2006-07-03",-0.5040679707216,0.798365499010423,0.180444174340266,-1.51153369127126,-357,797,-3.97366212452717,3.09700807241295,0.13100218530937,2.41905038997512,6.40597524806417,-18.803415578375,-7.16952438476559,-0.313332545243128
"4","2006-07-11",3.14848671434618,6.20914410656646,4.90799756371043,2.8745661116762,-924,1505,-5.71248297453728,8.24256984136209,1.03856270691427,-5.11075968140844,27.348269968174,23.9790386857694,4.13068532356027,10.6756057989701
"5","2006-07-18",2.46776832772753,1.47145808380795,0.482398932244266,0.828044489125368,1085,326,5.46953894650706,-0.0719096845388734,1.21841992032845,-5.61627892653416,2.50300093367013,2.87836714900731,0.806049704217759,15.6826549320549
"6","2006-07-25",-4.18894901375797,-5.33071572806936,-4.72961390730973,-5.1182055238149,248,-467,-0.891066545452368,-4.10678045103712,0.748748777511032,-8.12524336674922,-31.8893219900923,-1.05340897934365,1.790201961302,-1.46945385003221
"7","2006-08-01",-2.67156792548011,0.644333767067096,-1.1329536025757,-1.03621342601574,-812,582,-12.681023274599,-1.28742034642197,0.0358253680001752,-6.71969020019034,0.327026687154586,5.77646526894711,10.3387155372651,5.35906290245567
"8","2006-08-08",2.03550331058526,0.824173543992934,2.1160120420932,2.00595957035148,-37,-314,5.84822394793925,2.29170441614652,-1.36386613478958,-2.33583672996573,9.18839188602387,14.2105936049106,5.32247612372974,0.312590703159543
"9","2006-08-15",1.9148160556103,-0.933392386208531,1.4313275653782,0.309827983623912,262,-469,10.1830061858443,3.19357325168799,-0.888600011472107,-8.13340442305517,-1.0837123029475,10.8011747234972,-1.05910754877767,5.62975134392047
"10","2006-08-22",-1.22215620829635,-2.1682458588673,-1.71968555800852,-0.788848464741143,255,-590,1.33131906703898,-3.17873388777485,0.888600011472107,-6.16328543943503,-16.9246123744996,7.32865184768752,-1.11350186901502,-0.0327850940044172
"11","2006-08-29",-1.44562521341758,0.220507255831315,-1.10186006190887,0.404518708254109,-188,-45,-6.00393130493604,-3.53898960992876,0.461073139308787,-10.4189261445455,1.51671259363333,15.169942511797,-6.44811010232891,0.403600220620426
"12","2006-09-05",1.85028975335495,3.4209874183464,0.409085339816428,-4.68217283002392,764,2816,-2.72100413836363,8.28177810453887,0.386974542529295,-1.37103771198532,19.9621018255579,-6.02003955002726,-4.50992348409134,-7.82028307797074
"13","2006-09-12",-2.24139454637058,-4.13354862123452,-1.1738406198198,-6.54566423745244,-574,330,3.23169321792314,6.13346915218571,-0.521783118356467,-9.53021068571758,-25.9942541672457,-16.1438264634516,9.74484712956816,7.34014247856578
"14","2006-09-19",3.812444107046,4.39614396288786,5.22144840531844,5.9057874173833,-728,-29,2.16672143771586,4.34077086136231,1.5507729855706,-11.2678865404975,19.6316845792245,20.8064444487089,1.12701669710402,10.5087015122795
"15","2006-09-26",0.435433076041569,4.07200861358046,-4.03990525714004,2.09046519686744,2377,1019,-10.7237468893022,-12.5956400308445,0.861253972905907,6.67971750967062,21.3107961352135,2.60227063300782,-10.4403119701499,-3.22221192343282
"16","2006-10-03",2.00491524389328,1.49233410610599,7.07794760228904,9.61029654964261,-2709,-2518,3.68091977673703,3.14911970840033,1.88354650541562,4.28578530700232,0.400283086855602,25.4948910597896,0.0478354469776399,-4.16359125629491
"17","2006-10-10",-2.20579068577695,-0.727913967953064,-6.06829278468641,0.844254111589215,2073,-598,-7.14080280340887,-18.2498985111046,-0.889626433048818,-5.56767420549331,1.5737341750615,6.41999831608988,-8.01224175297017,-0.0742429900995489
"18","2006-10-17",1.35587844333696,4.41765065344164,3.56511956543741,-4.92973130284895,-1164,3563,-9.98502586647518,18.2312217589375,-1.91026243111789,2.26256101909446,21.8738768488199,-12.4376447218305,17.9294527455564,-2.1882241777071
"19","2006-10-24",-0.754458608225228,-1.19794829080817,-0.820070348905055,-0.313093955895027,31,-420,0.992519200592668,-1.60515578899982,0.339767667130886,-2.85760409715756,-6.26073016411137,-7.32712920513645,1.07690034920056,11.3859165675214
"20","2006-10-31",-1.57835759787233,-1.29180687136454,-1.32363247124925,-0.0517700810952704,-145,-540,-2.70274424883219,-3.33878947708346,0.531599106179392,-5.53100462235516,-6.27789145190079,14.6029282749804,-4.69281455891339,-13.7673734187732
"21","2006-11-07",1.33050324599147,0.781253973679341,1.11755975307499,7.20323043036739,121,-2116,3.47191001210039,-9.53690570159171,2.06081390805881,0.897045784087958,1.28750404672253,10.851373805423,-21.7323073722492,8.26705610022405
"22","2006-11-14",0.918562386253186,-1.90330513445343,-2.1109954370818,1.13858570149414,1626,-1218,11.0869192404616,-8.60697573343678,1.7782960660794,-18.2837665347007,-20.766336602631,12.0207924684539,21.0112587322571,1.19932324829684
"23","2006-11-21",1.98197699941414,-0.632276518217978,0.748826372262101,1.628809148702,703,-853,10.3396866472051,-1.1239396635693,2.01730213578628,4.29070244803071,-5.85147140614275,0.0344906878561702,-24.5901695174155,2.11923165026864
"24","2006-11-28",-2.27017740683735,1.78000132047238,-5.80775208520006,-1.84762761675739,1738,1420,-15.6370409931718,-14.927462362124,0.163512526968468,-11.3739634834486,5.04175038288075,1.83376436886302,17.0296586449163,-0.436162467821255
"25","2006-12-05",-0.829088721447846,-0.465481583841765,0.235317687608827,-4.23361855167883,-570,1277,-2.15025494418164,10.444152178772,0.350347685448682,-7.26531976820421,-0.129132249348984,-6.46250512247022,-16.1085237495926,1.78215714634131
"26","2006-12-12",-0.826733765487475,0.0117220926414419,0.427338336544558,-0.0791382762779236,-662,32,-3.96056669635794,1.49440844582802,0.228874399735624,-6.91696905131387,-3.15028019690704,1.04794515717703,9.24407373763723,2.73383085808785
"27","2006-12-19",2.17871140319499,-1.25262598191807,1.43944042339914,2.21261436835505,455,-1294,14.2773057830864,-0.196331126320004,1.45429961416497,2.86169575018587,-21.0916961403814,3.3909494298177,19.3233590244937,-0.12352132313076
"28","2006-12-26",-3.22417971398732,-4.7943065431781,-3.85030821489689,-4.05029758047721,186,-588,1.73610137062905,-3.42340882657144,-0.195857383518572,-12.0705101106674,-28.8066360562793,0.825787465930716,-18.1804894421314,-7.23396767822813
"29","2007-01-03",0.961860149481808,0.032370115196656,1.33206135283395,-1.31070567222249,-145,449,3.75174773271247,6.73348936276597,2.0841742657252,5.0565933463254,-22.1607284140561,-4.80822480393446,10.2515563525595,0.662152880269495
"30","2007-01-09",2.13321807463558,0.645211559119296,2.63938558069263,-1.94637734660077,-174,897,6.39286014400415,11.074082301233,-0.580608204448296,-6.12872837246599,-16.6655440049555,11.6397181802043,38.8697497525428,-26.7280379958001
"31","2007-01-16",-3.44475522352461,-5.82867181621101,-2.73968045600874,2.471518892661,-477,-3100,2.90248895880616,-12.4138953931743,-3.88427304646015,6.28222034427441,1.47865117712982,0.287616709590033,-39.5245696788928,4.66466219527177
"32","2007-01-23",-0.594998119262158,-0.123312665667186,1.46034531001771,0.273548635249377,-1048,-138,-1.80756253382857,3.79298775578754,0.956684357547211,-4.13333726955525,-17.6848368053224,1.95919474984461,6.58281631476045,-0.215449040947036
"33","2007-01-30",0.762469250823372,-0.658486285996318,1.36521562126983,1.69662074861954,-291,-820,4.35488252991476,0.7220665055236,-1.97483939299925,-0.657527828033544,6.12964090195218,3.1217238662844,9.74647511202003,0.0380541642188703
"34","2007-02-06",1.91063706797969,0.23228201020693,3.27608722133572,2.82553167966046,-681,-883,5.9324423535239,4.14894360575939,0.865938737187122,12.1655032785611,-21.0508807206198,1.30077418536416,12.532724455671,-1.17363255535778
"35","2007-02-13",-2.12520115248012,-0.287792776755857,-1.54118503916241,-1.69564247832579,-330,477,-6.54026749861494,-1.24459879713328,-1.10593146798834,5.60972377356137,27.5338296037217,-6.30194586087836,-17.8531280620174,2.94603769833017
"36","2007-02-20",0.306647717974506,-2.4057568372001,-0.251500012575612,1.49172196535492,294,-1414,6.73044577132647,-3.67860186884421,-0.853859908657562,13.7228751547335,-8.83855698676932,-1.20831239144277,-16.9541029491338,-4.47179783714642
"37","2007-02-27",-6.70800830388938,1.6653174197792,-8.50804936131588,-5.3319987437547,789,2426,-28.7273559026433,-15.2402402304192,0.523699311292525,1.41085532669152,19.6762679064945,-12.8205076908294,-7.33420994043303,3.95964881937143
"38","2007-03-06",-2.03326675076578,-0.494012780863073,0.532288107203271,-0.745738309227661,-1257,60,-6.90687256486093,3.32190246775443,-0.0989517381830396,-6.97622836692116,-20.9308969098935,3.60902598378168,22.6353826944457,-3.36208923402967
"39","2007-03-13",0.260008949929436,-0.776645533377796,-1.70492077968003,-4.64952833077756,939,1198,3.57641485685498,4.31638884509518,0.810369715336456,1.46653685131479,-7.35654017847427,-15.6621044108842,-16.7559262749181,10.4673840369941
"40","2007-03-20",7.49590627469701,7.59273428839453,9.11200032115573,4.08578407603724,-698,1621,7.19218885380783,18.2655293395442,-0.832028466330037,15.8823585526651,81.7039944346699,-12.9980318899445,1.60404441700868,17.7293188600924
"41","2007-03-27",1.70780354864561,2.43321006595316,5.82576005096271,5.37130148224403,-2195,-811,-0.606994098905744,6.59224691917686,0.0525916886319422,2.19879826113889,18.0583936895415,15.5586076041146,-7.91314703988686,-5.62623255497616
"42","2007-04-03",0.672814968373459,3.48219921860533,-0.667919588154753,-3.92847748388814,727,2775,-9.01287189045359,4.57009793217829,0.644318221334572,3.01712346379457,21.3517412562435,-7.22013249232134,-22.3412694096079,-6.25837016111479
"43","2007-04-10",4.35324052826171,5.55150668615809,3.89982449202986,2.73629593303433,236,1506,-0.173205204815119,5.66531179395842,0.0552978417211136,13.5350126075233,24.9368090950224,8.70836443790015,1.66837369950352,-22.1522025900855
"44","2007-04-17",3.41178902002106,2.77496313123073,1.69660292471381,3.37817110831722,988,96,5.84962066816086,-0.871821953779417,-0.616144894404691,6.76594571430726,14.0822218992991,1.65553643184566,-11.7865765749502,1.43141971012142
"45","2007-04-24",0.321708754824712,-0.844989565358034,1.03627870355467,-0.479754189929693,-412,-220,4.60145070676514,3.3566651023941,-1.63567787213026,1.81903328873325,-1.73959841245992,-3.81839820452345,23.2186678688762,2.40717694125845
"46","2007-05-01",1.49057811789444,3.25753292668534,3.92207131532807,4.13554298218237,-1449,39,-5.08495912669531,3.60068442351285,1.01882248857148,3.1423564069744,14.4013369624922,4.75225713130349,-53.4117211166826,4.57148674501475
"47","2007-05-08",1.98320001801591,1.53354684898019,2.9577408557877,3.61164973310615,-627,-609,3.70920534204409,1.96245726524467,-0.267762785300363,5.10046802145911,5.41045903384081,4.54896279154262,3.26923616855419,-0.785709275860924
"48","2007-05-15",-0.239556687086484,-0.963600400819331,-1.31423635935342,-1.30121289856433,669,28,2.46288982160969,-1.33422622610286,0.367212711140041,-6.02042348714829,-4.27380236813413,5.10403789185698,4.19909017252369,-7.09030917430713
"49","2007-05-22",-3.47198080820803,-5.15503478472201,-5.34074283996322,-1.09562042607738,1137,-1981,2.47152168241467,-12.2299626938965,0.841354834734886,1.64834664852478,-20.2989985253243,-1.11983253100281,-4.00434814408417,-6.05221960323608
"50","2007-05-29",-0.0770937412370998,0.334096977544895,1.6256373231835,2.41537563427201,-1001,-750,-1.48780640261794,0.255760561655372,2.17846988018486,7.36877157911593,-3.45601080371978,-1.56505195512704,-17.9601524030855,2.32335131481776
"51","2007-06-05",-0.9124936341248,2.02910582474711,-0.710939568734403,-0.640372061723937,-110,1169,-11.8222869291625,-0.834795567293334,0.729700098299091,7.04159352850962,5.57478821326711,-5.06914285854521,4.6625841340056,-6.56165048452628
"52","2007-06-12",0.601803773425935,-0.168973849264376,-1.14812216059352,-0.940055398130291,1021,273,3.60940164964951,-1.51471575981965,-1.63188901566045,-1.44567988665294,5.34422004713129,0.0886300387215044,-23.572233352107,-2.26586546325152
"53","2007-06-19",0.348387559872165,0.676342563292209,0.996819483933109,-2.91869961177404,-380,1382,-0.917437627604123,7.56147427242002,-1.1131613415321,-7.86400770925564,5.70076411295233,-0.513879005540119,-8.50953005268096,2.12953279046513
"54","2007-06-26",1.2378102486629,-0.862978612172682,-0.99853785938091,-2.48249147978985,1311,486,9.01554308045895,1.31819991064095,0.122933201295439,-7.24731232920668,-5.62895655411619,4.15493727101239,36.4302745987619,-9.35230857788998
"55","2007-07-03",3.00365925174599,5.64401188361039,5.57426041129379,4.61507236769982,-1534,1010,-6.90147471022033,7.02595621881699,2.40046727182595,2.71795612013612,19.3912020445753,1.32139151429271,-191.140594213336,16.7002869585435
