"","SILVER2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"1","2006-06-20",4.58607124074195,0.829832290848742,1.60251355237779,-0.318587961460359,1332,396,10.6282292202103,3.12315744518941,29.4266985963427,-4.35095017631291,-5.92150305391819,15.1395265214383,0.651468102119246,4.07853973272552
"2","2006-06-27",-6.35436792580037,-6.15158449485591,-5.80698579538375,5.05743381462853,870,-3844,-6.66579143717332,-15.1602907748458,-4.6362376569947,-1.76664016787136,-5.49664314284186,-3.60301825539313,-8.69492401020455,73.0008773864104
"3","2006-07-03",-3.77196219277884,6.02480889946282,-3.23957418150158,-12.4747617893165,354,6242,-21.0261302663842,4.82750672743784,33.0771980625823,-1.58971675851891,0.635683674595455,-85.573094678497,-3.05347971966015,-3.66420302337858
"4","2006-07-11",0.252221510915973,-0.239583297593349,-0.133308094703111,-2.9338124760784,226,834,1.23736762310838,2.05481545387407,-6.290531160586,-4.79361774503477,5.56596892077437,-16.3456535183375,-9.67846808247508,13.0508166465876
"5","2006-07-18",1.27823515936605,7.17250084848882,1.34039233176217,2.97163992033997,-292,1644,-11.5874158802075,0.079145235631195,32.5662838187615,-0.59357565994933,-3.38253215113689,55.5118029228591,6.72694394537654,-13.0288651592862
"6","2006-07-25",-3.09057496340301,-2.12875220785165,-1.97569074053181,-1.50837211918198,-191,-308,-5.43612092188877,-2.34380843732982,-5.24666388987409,1.33275311600229,-0.81641437243043,-11.4782283217146,-1.54258377974426,-8.06464895619552
"7","2006-08-01",2.10995049959237,2.31687373605372,4.28474977979914,7.440046335822,-2009,-1561,1.59505949987331,1.71634956288305,-9.18525010627462,7.2683921280154,14.9043461399833,9.93876574209818,-21.7397561027751,6.24843070449579
"8","2006-08-08",8.90527233267271,13.9067122839709,5.3201089840039,5.68646529558929,822,3587,-4.80026240186398,5.01220651663559,9.163998379492,8.3174161249568,17.8525646654588,-16.1980507062465,4.95512716174566,7.88384478896198
"9","2006-08-15",0.599772730916115,-2.47177285545757,0.436790990272939,-0.351365767457779,2,-920,9.3165458356081,1.09663639603585,-4.88911256952065,-0.749532768101879,-0.288419072883528,-1.50650634670075,-8.56721971450209,2.64997161549783
"10","2006-08-22",2.87663528203197,3.5176373169918,2.50167657431053,1.33422954602942,-308,1018,1.14068466397992,3.46174701289925,-3.35899047345123,1.04414807204201,4.06723814032013,-23.4286153052794,10.9479116332377,16.2820634131229
"11","2006-08-29",-3.95107575836153,-2.67344858629919,-2.46589565538144,0.808062842819268,-333,-1433,-7.53858029418844,-5.21122796535014,-5.02915792461902,-1.03313869571195,-1.69240324816293,42.2711287522899,-3.84966292888294,-14.6261652277763
"12","2006-09-05",2.96544359307127,6.37723945823208,3.72812109278602,5.67096670687928,-1265,656,-7.55490840577266,2.0182700448494,10.4534932239154,1.92981112915653,6.28216543701594,15.6124376482895,1.15146002741664,16.6231853935457
"13","2006-09-12",-5.33708215714235,-10.3223952929277,-6.93613318150224,-4.43558839885565,2406,-2736,9.57722885688401,-9.23176030712654,19.7006958338603,-10.491268403503,-28.5748262414183,31.3218989576823,13.7221506919982,-10.7634472388746
"14","2006-09-19",-3.03195079835028,-6.79400476794765,-3.33753295900916,-5.18192756521003,833,-804,6.50614844688437,-1.63369011836583,11.0294463728691,-6.49890190253171,-19.531229676724,28.3703417974493,-0.444568667745671,-58.2835330400483
"15","2006-09-26",0.328688051834014,-1.87075974169595,-0.126940812132048,-0.218140155388191,270,-625,5.36213434036963,-0.0442449093039698,-6.86254312779706,5.1749655406887,6.6726818398072,-6.51939559393533,-17.151962376114,-30.5668168821563
"16","2006-10-03",-2.33711590216874,-3.24145542726448,-2.42341430750876,-5.20164422604363,507,580,-0.369355835133867,0.0286312941998546,-0.0430607593958854,-1.1489228032131,-4.80580856116806,-8.00953716824377,-4.49627871862877,-50.4343351877693
"17","2006-10-10",2.98205886413658,0.800946566843308,1.76978586279812,2.21512888627799,319,-451,7.50581962522521,1.3852856371404,-1.8957089438123,2.26076152066561,3.0273156206821,2.16722555112767,-1.09518695700714,1.63938097756757
"18","2006-10-17",6.20971592640824,8.23100106085111,6.17084917013688,7.08227631111598,-1152,629,2.02791121279589,5.37389038938656,-4.69088693367254,8.12191892673315,16.0639057445689,-11.4589026302175,5.09436440343389,62.5104127095961
"19","2006-10-24",3.48226613289118,4.64449004341407,1.35565705052016,-0.944958744832647,991,2211,0.95575662068228,3.34157685273446,-6.29389179392703,1.29905316585237,3.59666014544509,-0.935997171591119,25.0150961017606,-28.8209637750222
"20","2006-10-31",-0.908600952051231,3.78616651182266,1.65157146893726,3.32693215674329,-1847,375,-12.1626126701013,0.213843505805222,-0.471421026272623,5.67998351447976,14.1024309443388,-11.292227616873,-27.9651625414305,15.422606334092
"21","2006-11-07",4.38999898402344,5.68636838565695,3.95795478703391,1.92316184199903,-559,1783,0.942320473310332,5.69836463519948,-5.54573493968533,1.58226282618337,9.65919660707453,3.58580900197225,5.57316765455678,1.92615137422756
"22","2006-11-14",4.93958679496167,9.60544506088006,3.21713033986839,1.66886675379363,424,3930,-8.99616756645489,4.49837953920724,-4.54502743508147,2.32907667905558,13.4551746873321,-7.12890837473026,11.3675365844363,14.8940017977368
"23","2006-11-21",3.99339135653438,2.08181678246842,3.54591777272812,-0.565392785575547,-441,1266,10.0189955163286,6.77951420800742,0.326158149540845,2.73157114713651,3.26665506048087,-5.42236178924274,-1.48409533175098,-33.9458341975501
"24","2006-11-28",-2.45460618031554,4.72223659491462,-2.03972561339043,-1.4978891443354,150,3031,-28.0014959842589,-2.45247450597414,6.01328682580764,0.491938679981985,4.08678650278205,-8.58638524788127,6.19516247944247,-16.2234798227217
"25","2006-12-05",4.47484737825423,7.93146731974215,3.09103372827693,3.06117036145857,294,3234,-11.5207614744214,3.11388522326297,17.2753579926036,3.38983442807113,8.80406164176044,-12.3033589894314,-11.4155701205277,35.2309368057873
"26","2006-12-12",4.8899728630138,4.81281917395329,4.03705703406985,4.10740527830562,-232,1219,5.28294879321702,3.98320720384628,0.557391144257124,2.11070203445711,3.7931660079483,0.228623784996174,17.6513215198208,34.618962757402
"27","2006-12-19",-10.1335406042915,-15.2080211804565,-8.89260699887409,-12.3170314501444,953,-3860,12.2947165796148,-6.34675267114684,3.11499215121227,-11.5084878769457,-37.5785934467709,10.6889376042108,41.6066748276192,-70.2294066600445
"28","2006-12-26",-2.18314946891773,-1.93691408663668,-2.92144133344845,-1.20236299754115,1044,-571,-3.13925435866853,-4.18047460514295,12.4319246639748,-2.74510115698892,-5.98785129161516,-0.24655857980509,-8.46930163263622,21.5254465990257
"29","2007-01-03",-2.34032096396497,-6.80228566090815,0.552812935158009,3.15738109089416,-1944,-4494,13.3999698369825,-1.42827831877064,-15.1287739522406,-0.547619580346037,-1.19246696049711,22.8355209293067,-11.043325286731,2.22343671876573
"30","2007-01-09",-0.780108877941466,0.894977236676908,-4.15008481080221,-3.0274595903844,2905,1518,-6.32239774179446,-5.03257713558281,-5.67627619983853,-1.51802879601295,4.50919632329008,-13.0075867355597,-1.4426342605514,4.11217996491686
"31","2007-01-16",-3.22426720526945,-5.72915877720206,-0.43066280867059,0.605013593977688,-1629,-2896,4.9214184053838,-1.26071515645503,-20.0530501994939,0.953235032299204,-1.45481036483428,-7.06857876387197,-2.85169107460543,13.9866201354558
"32","2007-01-23",8.46529931761815,5.67722313468142,7.76996038987594,5.1319946484405,-1121,779,16.6046580499639,9.85421987346022,-2.06996039721172,7.31213571494962,7.89459972694129,-2.80050769383031,6.40982834020871,-5.48552251120116
"33","2007-01-30",4.29086302644155,6.84607708408649,4.33109717564513,4.48723081393201,-940,1688,-3.13373563891481,4.21044886535213,-3.14114112238553,3.73941731018981,11.5246836700628,10.8524880186208,0.960719327427562,0.307895558829152
"34","2007-02-06",5.08882593728064,4.77972614006443,3.8896577764481,3.96930033481251,3,934,6.02723648395873,3.8279872245317,-1.40221975010277,2.80652189814958,7.88851596787463,7.28014638417918,-0.646205802809163,11.6757770096049
"35","2007-02-13",6.69938573474003,7.30556188043554,5.19794990295779,5.99328834504078,-3,1575,4.84791581421788,4.57727133525996,-0.6137885180868,4.04964977649502,10.419414512449,10.8873650670798,2.30309568828293,18.2061004421455
